,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
20843,600153,建发股份,12.13,-0.08,陈龙,增持,0.2,7.05E-05,0,,,,,2015/5/5,2015/5/5,2015/9/30
20844,600153,建发股份,12.13,-0.08,张莹,增持,0.1,3.53E-05,0,,,,,2015/5/5,2015/5/5,2015/9/30
20845,600000,浦发银行,7.6,1.6,生命人寿-资本金,增持,3399.9858,0.182270942,0.23,3399.9858,0.18,3399.9858,0.23,2015/5/5,2015/5/5,2015/8/29
20846,300277,海联讯,7.54,6.5,中科汇通(深圳)股权投资基金有限公司,增持,27.23,0.203208955,0.51,62.9,0.47,62.9,1.19,2015/5/5,2015/5/5,2015/7/17
20847,300169,天晟新材,4.01,6.08,中科汇通(深圳)股权投资基金有限公司,增持,52,0.159516865,0.3,323.85,0.99,323.85,1.88,2015/5/5,2015/5/5,2015/7/8
20848,300086,康芝药业,6.19,5.27,江海证券---康芝1号定向资产管理计划,增持,267.5,0.891666667,0.93,267.5,0.89,,,,2015/5/5,2015/5/5
20849,2739,万达电影,14.27,10.02,马大鹏,增持,0.04,7.14E-05,0,,,,,2015/5/5,2015/5/5,2015/11/26
20850,2527,新时达,6.4,3.06,夏丽君,增持,0.1,0.000254336,0,,,,,2015/5/5,2015/5/5,2015/9/23
20851,2527,新时达,6.4,3.06,沈阳新中诚,增持,4.95,0.012589641,0.02,,,,,2015/5/5,2015/5/5,2015/9/23
20852,2517,恺英网络,16.68,10.03,张嘉欣,增持,2,0.011312217,0.01,2,0.01,2,0.01,2015/5/5,2015/5/5,2015/11/10
20853,2517,恺英网络,16.68,10.03,宁炳杨,增持,0.4,0.002262443,0,0.4,0,0.4,0,2015/5/5,2015/5/5,2015/11/10
20854,2509,天茂退,,,李贵总,增持,0.11,0.000240995,0,,,,,2015/5/5,2015/5/5,2015/11/10
20855,2390,信邦制药,4.87,0.62,杨朝晖,增持,1.85,0.00369664,0.01,,,,,2015/5/5,2015/5/5,2015/11/7
20856,2301,齐心集团,7.29,3.4,潘叶贵,增持,0.05,0.000132928,0,0.79,0,0.79,0,2015/5/5,2015/5/5,2015/11/6
20857,2278,神开股份,5.22,2.55,长城证券自营账户,增持,0.67,0.002117284,0,,,,,2015/5/5,2015/5/5,2015/9/22
20858,2259,ST升达,3.53,0,潘蝶恋,增持,0.06,9.33E-05,0,,,,,2015/5/5,2015/5/5,2015/11/5
20859,2092,中泰化学,6.54,-0.15,邵尧兴,增持,0.3,0.00021579,0,0.3,0,0.3,0,2015/5/5,2015/5/5,2015/11/25
20860,1896,豫能控股,4.43,2.07,从子月,增持,0.2,0.000233843,0,0.21,0,0.21,0,2015/5/5,2015/5/5,2015/11/24
20861,917,电广传媒,6.29,7.16,杨秀娣,增持,0.05,3.53E-05,0,,,,,2015/5/5,2015/5/5,2015/11/13
20862,917,电广传媒,6.29,7.16,岑俊,增持,0.06,4.23E-05,0,,,,,2015/5/5,2015/5/5,2015/11/13
20863,591,太阳能,6.96,0.29,赵月霞,增持,0.1,0.000364125,0,0.1,0,0.1,0,2015/5/5,2015/5/5,2015/9/17
20864,587,*ST金洲,,,东海证券股份有限公司,增持,0.04,7.18E-05,0,0.04,0,0.04,0,2015/5/5,2015/5/5,2015/11/3
20865,600763,通策医疗,119.2,0.58,张增伦,增持,0.01,6.24E-05,0,0.02,0,0.02,0,2015/5/4,2015/5/4,2015/11/27
20866,600643,爱建集团,5.39,1.13,尤旗,增持,0.05,4.52E-05,0,0.05,0,0.05,0,2015/5/4,2015/5/4,2015/11/25
20867,600499,科达制造,12.55,1.37,刘佩华,增持,0.05,7.17E-05,0,,,,,2015/5/4,2015/5/4,2015/10/10
20868,600499,科达制造,12.55,1.37,许敏,增持,0.1,0.000143425,0,,,,,2015/5/4,2015/5/4,2015/10/10
20869,600499,科达制造,12.55,1.37,冯伊,增持,0.01,1.43E-05,0,,,,,2015/5/4,2015/5/4,2015/10/10
20870,600090,退市济堂,,,傅丹平,增持,0.5,0.001359003,0,0.5,0,0.5,0,2015/5/4,2015/5/4,2015/11/6
20871,600090,退市济堂,,,王渊,增持,0.1,0.000271801,0,0.1,0,0.1,0,2015/5/4,2015/5/4,2015/11/6
20872,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.27,0.001218513,0,,,,,2015/5/4,2015/5/4,2015/10/14
20873,300188,美亚柏科,22.55,7.64,周蕾,增持,0.1,0.000451301,0,,,,,2015/5/4,2015/5/4,2015/10/14
20874,2509,天茂退,,,王国豪,增持,0.05,0.000109543,0,,,,,2015/5/4,2015/5/4,2015/11/10
20875,2175,东方智造,3.06,3.03,德邦基金-光大银行-圣熙3号资产管理计划,增持,8.02,0.055654385,0.08,180.72,1.25,180.72,1.7,2015/5/4,2015/5/4,2015/5/22
20876,917,电广传媒,6.29,7.16,杨秀娣,增持,0.2,0.000141088,0,,,,,2015/5/4,2015/5/4,2015/11/13
20877,591,太阳能,6.96,0.29,卢振威,增持,0.1,0.000364125,0,0.7,0,0.7,0,2015/5/4,2015/5/4,2015/9/17
20878,601799,星宇股份,109.45,-1.36,常州星宇车灯股份有限公司第一期员工持股计划,增持,13,0.054245119,0.05,32.7931,0.14,,,2015/3/23,2015/4/30,2015/5/1
20879,600882,妙可蓝多,26.22,0.42,耿国锋,增持,0.19,0.000475907,0,0.2,0,0.2,0,2015/4/30,2015/4/30,2015/11/12
20880,600872,中炬高新,36.75,1.55,前海人寿保险股份有限公司,增持,3250.269,4.079986504,4.08,7250.5207,9.1,7250.5207,9.1,2015/4/28,2015/4/30,2015/5/6
20881,600785,新华百货,17.51,-1.96,上海宝银创赢最具巴菲特潜力对冲基金3期,增持,1120.9622,4.968115237,5.4,1850.3278,8.2,1850.3278,8.92,2015/4/1,2015/4/30,2015/12/16
20882,600785,新华百货,17.51,-1.96,上海宝银创赢最具巴菲特潜力对冲基金1期,增持,75.0479,0.332613014,0.36,111.7679,0.5,111.7679,0.54,2015/4/1,2015/4/30,2015/12/16
20883,600610,中毅达,13.17,1,秦兵,增持,0.02,1.87E-05,0,,,,,2015/4/30,2015/4/30,2015/10/27
20884,600337,美克家居,2.72,1.87,上海景林资产管理有限公司,增持,913.881,1.413664543,1.43,3200.712,4.95,3200.712,5.01,2015/4/1,2015/4/30,2015/5/11
20885,300188,美亚柏科,22.55,7.64,刘延杰,增持,0.2,0.000902602,0,,,,,2015/4/30,2015/4/30,2015/10/14
20886,300188,美亚柏科,22.55,7.64,周蕾,增持,0.02,9.03E-05,0,,,,,2015/4/30,2015/4/30,2015/10/14
20887,300076,GQY视讯,4.93,5.34,姚国际,增持,748.88,3.53245283,4.37,748.88,3.53,748.88,4.37,2015/4/7,2015/4/30,2015/5/26
20888,2739,万达电影,14.27,10.02,马大鹏,增持,0.01,1.79E-05,0,,,,,2015/4/30,2015/4/30,2015/11/26
20889,2721,金一文化,3.31,2.8,洪淑玲,增持,0.13,0.000601818,0,6.38,0.03,6.38,0.09,2015/4/30,2015/4/30,2015/10/13
20890,2721,金一文化,3.31,2.8,黄晓纯,增持,0.04,0.000185175,0,0.12,0,0.12,0,2015/4/30,2015/4/30,2015/10/13
20891,2445,中南文化,2.48,5.53,金清华,增持,0.05,0.000135361,0,0.1,0,0.1,0,2015/4/30,2015/4/30,2015/10/8
20892,2369,卓翼科技,4.78,4.6,何学忠,增持,834.0927,1.695375838,2.38,834.0927,1.7,834.0927,2.38,2015/4/7,2015/4/30,2015/6/3
20893,2301,齐心集团,7.29,3.4,南华期货齐心共赢1号资产管理计划,增持,45.3876,0.120665496,0.13,660.9396,1.76,,,,2015/4/30,2015/5/4
20894,2140,东华科技,9.72,3.51,正德人寿保险股份有限公司,增持,1780.7533,3.992411269,4.07,1780.7533,3.99,1780.7533,4.07,2015/4/23,2015/4/30,2015/5/20
20895,2092,中泰化学,6.54,-0.15,生晓莉,增持,0.03,2.16E-05,0,0.03,0,0.03,0,2015/4/30,2015/4/30,2015/11/25
20896,2069,ST獐子岛,3.82,4.66,平安-獐子岛1号定向资产管理计划,增持,33.4803,0.0470816,0.05,676.6033,0.95,676.6033,0.99,,2015/4/30,2015/5/4
20897,2014,永新股份,8.84,2.91,嘉华原龙(天津)股权投资基金合伙企业(有限合伙),增持,387.7995,1.190451084,1.2,510.7523,1.57,510.7523,1.58,2015/4/1,2015/4/30,2015/5/19
20898,2014,永新股份,8.84,2.91,五道口创新(天津)股权投资基金合伙企业(有限合伙),增持,35.4617,0.10885888,0.11,85.2517,0.26,85.2517,0.26,2015/4/1,2015/4/30,2015/5/19
20899,936,华西股份,7.03,2.63,任向敏,增持,1489.4093,1.991154599,1.99,4212.4045,5.63,4212.4045,5.63,2015/4/30,2015/4/30,2015/5/7
20900,917,电广传媒,6.29,7.16,岑俊,增持,0.3,0.000211632,0,,,,,2015/4/30,2015/4/30,2015/11/13
20901,801,四川九洲,7.04,3.99,绵阳市九华投资管理中心(有限合伙),增持,105.42,0.206138668,0.23,898.3757,1.76,898.3757,1.95,2015/4/30,2015/4/30,2015/5/4
20902,727,冠捷科技,2.07,0.98,融通资本哈福量化阿尔法2号资产管理计划,增持,1.44,0.000635822,0,,,,,2015/4/1,2015/4/30,2016/2/5
20903,727,冠捷科技,2.07,0.98,融通资本中楷量化阿尔法1号资产管理计划,增持,1.44,0.000635822,0,,,,,2015/4/1,2015/4/30,2016/2/5
20904,727,冠捷科技,2.07,0.98,融通资本哈福量化阿尔法1号资产管理计划,增持,1.44,0.000635822,0,,,,,2015/4/1,2015/4/30,2016/2/5
20905,671,阳光城,1.38,0.73,福建阳光集团有限公司,增持,596.9151,0.464801887,0.58,50577.6529,39.38,50577.6529,48.81,2015/4/29,2015/4/30,2015/6/27
20906,591,太阳能,6.96,0.29,卢振威,增持,0.1,0.000364125,0,0.6,0,0.6,0,2015/4/30,2015/4/30,2015/9/17
20907,48,京基智农,22.5,-0.84,曹燕梅,增持,0.7,0.001791341,0,0,0,0,0,2015/4/1,2015/4/30,2015/9/7
20908,26,飞亚达,11.76,1.2,鹏华资产金润19号资产管理计划,增持,200,0.509206621,0.51,200,0.51,200,0.51,2015/3/1,2015/4/30,2015/5/14
20909,26,飞亚达,11.76,1.2,鹏华资产金润20号资产管理计划,增持,331.8141,0.844809684,0.84,331.8141,0.84,331.8141,0.84,2015/4/1,2015/4/30,2015/5/14
20910,26,飞亚达,11.76,1.2,鹏华资产福慧3号资产管理计划,增持,392,0.998044978,1,392,1,392,1,2015/4/1,2015/4/30,2015/5/14
20911,26,飞亚达,11.76,1.2,"鹏华资产金润16、17、19、20、23号资产管理计划,鹏华资产福慧1、3号资产管理计划",增持,432.1859,1.100359609,1.1,2314.1587,5.89,2314.1587,5.89,2015/4/29,2015/4/30,2015/5/7
20912,26,飞亚达,11.76,1.2,鹏华资产金润23号资产管理计划,增持,267.71,0.681598523,0.68,267.71,0.68,267.71,0.68,2015/4/1,2015/4/30,2015/5/14
20913,26,飞亚达,11.76,1.2,鹏华资产福慧1号资产管理计划,增持,216.91,0.552260041,0.55,216.91,0.55,216.91,0.55,2015/4/1,2015/4/30,2015/5/14
20914,26,飞亚达,11.76,1.2,鹏华资产金润17号资产管理计划,增持,482.0006,1.227189485,1.23,482.0006,1.23,482.0006,1.23,2015/2/1,2015/4/30,2015/5/14
20915,26,飞亚达,11.76,1.2,鹏华资产金润16号资产管理计划,增持,423.724,1.078815332,1.08,423.724,1.08,423.724,1.08,2014/12/1,2015/4/30,2015/5/14
20916,12,南玻A,6.57,0.92,前海人寿保险股份有限公司,增持,1499.9928,0.722771213,0.73,11921.6993,5.74,11921.6993,5.77,2015/4/28,2015/4/30,2015/6/30
20917,7,全新好,5.45,-10.07,深圳前海圆融通达投资企业(有限合伙),增持,28.36,0.122788974,0.14,1160.3181,5.02,1160.3181,5.64,2015/4/30,2015/4/30,2015/5/5
20918,7,全新好,5.45,-10.07,陈卓婷,增持,199.4093,0.86337318,0.97,558.0825,2.42,558.0825,2.71,2015/4/1,2015/4/30,2015/12/29
20919,7,全新好,5.45,-10.07,唐端阳,增持,0.7,0.003030757,0,0,,0,,2015/4/1,2015/4/30,2015/12/29
20920,600763,通策医疗,119.2,0.58,肖遂,增持,0.02,0.00012475,0,,,,,2015/4/29,2015/4/29,2015/11/27
20921,600763,通策医疗,119.2,0.58,崔丽娟,增持,0.02,0.00012475,0,0.06,0,0.06,0,2015/4/29,2015/4/29,2015/11/27
20922,600705,中航产融,3.82,0,马思迪,增持,0.06,1.61E-05,0,,,,,2015/4/10,2015/4/29,2015/11/5
20923,600499,科达制造,12.55,1.37,许敏,增持,0.1,0.000143425,0,,,,,2015/4/29,2015/4/29,2015/10/10
20924,600499,科达制造,12.55,1.37,王家宝,增持,0.1,0.000143425,0,,,,,2015/4/29,2015/4/29,2015/10/10
20925,600291,退市西水,,,张建国,增持,1.84,0.004791667,0,,,,,2015/4/29,2015/4/29,2015/10/24
20926,600153,建发股份,12.13,-0.08,张莹,增持,0.04,1.41E-05,0,,,,,2015/4/29,2015/4/29,2015/9/30
20927,600153,建发股份,12.13,-0.08,陈鹭凤,增持,0.22,7.76E-05,0,,,,,2015/4/29,2015/4/29,2015/9/30
20928,600000,浦发银行,7.6,1.6,陈璘,增持,9.08,0.000486773,0,,,,,2015/1/9,2015/4/29,2015/11/24
20929,300042,朗科科技,28.17,3.64,中科汇通(深圳)股权投资基金有限公司,增持,680,5.089820359,7.5,1097.9636,8.22,1097.9636,12.1,2015/4/29,2015/4/29,2015/4/30
20930,2721,金一文化,3.31,2.8,洪淑玲,增持,1.31,0.006064478,0.02,6.25,0.03,6.25,0.08,2015/4/29,2015/4/29,2015/10/13
20931,2721,金一文化,3.31,2.8,黄晓纯,增持,0.08,0.00037035,0,0.08,0,0.08,0,2015/4/29,2015/4/29,2015/10/13
20932,2509,天茂退,,,王国豪,增持,0.04,8.76E-05,0,,,,,2015/4/29,2015/4/29,2015/11/10
20933,2292,奥飞娱乐,9.29,7.9,宋佳,增持,0.18,0.000284837,0,,,,,2015/4/14,2015/4/29,2015/9/30
20934,2235,安妮股份,6.83,4.92,兴证资管鑫众10号集合资产管理计划,增持,83.6002,0.428718974,0.66,113.6002,0.58,,,2015/3/30,2015/4/29,2015/4/30
20935,2170,芭田股份,6.42,3.22,汇添富-芭田股份-双喜盛世47号资产管理计划,增持,1625.2751,1.908600419,2.57,1625.2751,1.91,,,,2015/4/29,2015/4/30
20936,2092,中泰化学,6.54,-0.15,邵尧兴,增持,0.05,3.60E-05,0,0.05,0,0.05,0,2015/4/29,2015/4/29,2015/11/25
20937,2092,中泰化学,6.54,-0.15,邵连凤,增持,0.01,7.19E-06,0,0.01,0,0.01,0,2015/4/29,2015/4/29,2015/11/25
20938,936,华西股份,7.03,2.63,任向敏,增持,1,0.001336875,0,2722.9952,3.64,2722.9952,3.64,2015/4/29,2015/4/29,2015/5/7
20939,591,太阳能,6.96,0.29,卢振威,增持,0.1,0.000364125,0,0.5,0,0.5,0,2015/4/29,2015/4/29,2015/9/17
20940,603128,华贸物流,9.98,-0.2,高洁,增持,0.3,0.00075,0,,,,,2015/4/28,2015/4/28,2015/11/7
20941,600978,*ST宜生,,,宜华企业(集团)有限公司及其一致行动人刘绍喜,增持,200,0.134873589,0.13,36692.8092,24.74,36692.8092,24.74,2014/4/29,2015/4/28,2015/4/29
20942,600882,妙可蓝多,26.22,0.42,耿国锋,增持,0.04,0.000100191,0,0.05,0,0.05,0,2015/4/28,2015/4/28,2015/11/12
20943,600862,中航高科,22.29,-0.45,吴燕东,增持,0.03,4.70E-05,0,,0,,,2015/4/28,2015/4/28,2015/11/4
20944,600839,四川长虹,4.06,3.57,四川虹扬投资有限公司,增持,75,0.016246974,0.02,4153.5185,0.9,4153.5185,0.9,2015/4/28,2015/4/28,2015/4/30
20945,600785,新华百货,17.51,-1.96,上海宝银创赢最具巴菲特潜力对冲基金16期,增持,4.14,0.01834852,0.02,22.15,0.1,22.15,0.11,2015/4/1,2015/4/28,2015/4/30
20946,600763,通策医疗,119.2,0.58,张增伦,增持,0.01,6.24E-05,0,0.02,0,0.02,0,2015/4/28,2015/4/28,2015/11/27
20947,600763,通策医疗,119.2,0.58,崔丽娟,增持,0.03,0.000187126,0,0.04,0,0.04,0,2015/4/28,2015/4/28,2015/11/27
20948,600763,通策医疗,119.2,0.58,焦艳锋,增持,0.05,0.000311876,0,0.05,0,0.05,0,2015/4/28,2015/4/28,2015/11/27
20949,600763,通策医疗,119.2,0.58,王永河,增持,0.11,0.000686128,0,0.11,0,0.11,0,2015/4/28,2015/4/28,2015/11/27
20950,600763,通策医疗,119.2,0.58,陈力,增持,0.02,0.00012475,0,0.04,0,0.04,0,2015/4/28,2015/4/28,2015/11/27
20951,600547,山东黄金,25.7,-1,陈向东,增持,0.06,4.22E-05,0,0,,0,,2014/11/28,2015/4/28,2015/11/14
20952,600515,海南机场,4.71,0.21,孙科,增持,0.03,7.10E-05,0,,0,,0,2015/4/28,2015/4/28,2015/11/30
20953,600499,科达制造,12.55,1.37,王家宝,增持,0.2,0.000286851,0,,,,,2015/4/28,2015/4/28,2015/10/10
20954,600499,科达制造,12.55,1.37,李万享,增持,0.02,2.87E-05,0,,,,,2015/4/28,2015/4/28,2015/10/10
20955,600291,退市西水,,,陈帅,增持,0.05,0.000130208,0,,,,,2015/4/28,2015/4/28,2015/10/24
20956,600153,建发股份,12.13,-0.08,张莹,增持,0.1,3.53E-05,0,,,,,2015/4/28,2015/4/28,2015/9/30
20957,300277,海联讯,7.54,6.5,中科汇通(深圳)股权投资基金有限公司,增持,35.67,0.26619403,0.67,35.67,0.27,35.67,0.67,2015/4/28,2015/4/28,2015/7/17
20958,300169,天晟新材,4.01,6.08,中科汇通(深圳)股权投资基金有限公司,增持,117,0.358912947,0.68,271.85,0.83,271.85,1.58,2015/4/28,2015/4/28,2015/7/8
20959,300142,沃森生物,31.92,0,罗斌,增持,0.12,0.00025641,0,0.7,0,0.7,0,2015/4/28,2015/4/28,2015/11/2
20960,300042,朗科科技,28.17,3.64,中科汇通(深圳)股权投资基金有限公司,增持,290.01,2.170733533,3.2,417.9636,3.13,417.9636,4.61,2015/4/28,2015/4/28,2015/4/30
20961,2537,海联金汇,7.39,1.51,皮荃,增持,1,0.006607202,0.01,3.01,0.02,3.01,0.02,2015/4/28,2015/4/28,2016/1/28
20962,2527,新时达,6.4,3.06,吕超瑛,增持,0.01,2.54E-05,0,,,,,2015/4/28,2015/4/28,2015/9/23
20963,2369,卓翼科技,4.78,4.6,上海荣利纺织品有限公司,增持,346.4121,0.704116826,0.99,346.4121,0.7,346.4121,0.99,2015/4/9,2015/4/28,2015/6/3
20964,2259,ST升达,3.53,0,潘真奇,增持,0.05,7.77E-05,0,,,,,2015/4/28,2015/4/28,2015/11/5
20965,2259,ST升达,3.53,0,刘化磊,增持,0.5,0.000777218,0,,,,,2015/4/28,2015/4/28,2015/11/5
20966,2061,浙江交科,6.17,5.47,樊春红,增持,0.1,0.000220624,0,0.3,0,0.3,0,2015/4/28,2015/4/28,2016/5/24
20967,936,华西股份,7.03,2.63,任向敏,增持,404.073,0.540195239,0.54,2721.9952,3.64,2721.9952,3.64,2015/4/28,2015/4/28,2015/5/7
20968,670,盈方微,7.3,2.67,上海舜元企业投资发展有限公司,增持,55,0.06735018,0.12,8677.7984,10.63,8677.7984,18.7,2014/11/6,2015/4/28,2015/7/15
20969,591,太阳能,6.96,0.29,卢振威,增持,0.1,0.000364125,0,0.4,0,0.4,0,2015/4/28,2015/4/28,2015/9/17
20970,591,太阳能,6.96,0.29,张奕晖,增持,0.1,0.000364125,0,0.27,0,0.27,0,2015/4/28,2015/4/28,2015/9/17
20971,600763,通策医疗,119.2,0.58,欧凤芳,增持,0.01,6.24E-05,0,0.01,0,0.01,0,2015/4/27,2015/4/27,2015/11/27
20972,600763,通策医疗,119.2,0.58,徐勇,增持,0.01,6.24E-05,0,0.02,0,0.02,0,2015/4/27,2015/4/27,2015/11/27
20973,600763,通策医疗,119.2,0.58,董明,增持,0.05,0.000311876,0,0.05,0,0.05,0,2015/4/27,2015/4/27,2015/11/27
20974,600763,通策医疗,119.2,0.58,崔丽娟,增持,0.01,6.24E-05,0,0.01,0,0.01,0,2015/4/27,2015/4/27,2015/11/27
20975,600705,中航产融,3.82,0,张杰,增持,1.38,0.000369706,0,,,,,2015/1/5,2015/4/27,2015/11/5
20976,600499,科达制造,12.55,1.37,夏建民,增持,0.07,0.000100398,0,,,,,2015/4/27,2015/4/27,2015/10/10
20977,600167,联美控股,6.13,0.49,邱素兰,增持,0.2,0.000947867,0,,,,,2015/4/27,2015/4/27,2015/11/20
20978,600153,建发股份,12.13,-0.08,庄劼,增持,2,0.000705417,0,,,,,2015/4/27,2015/4/27,2015/9/30
20979,600088,中视传媒,11.87,4.67,正德人寿保险股份有限公司,增持,1657.5156,5.001223817,5,1657.5156,5,1657.5156,5,2015/1/20,2015/4/27,2015/4/29
20980,600000,浦发银行,7.6,1.6,沈启棠,增持,0.34,1.82E-05,0,,,,,2015/4/7,2015/4/27,2015/11/24
20981,300343,联创股份,8.04,-12.23,李京伟,增持,0.05,0.000625,0,,,,,2015/4/27,2015/4/27,2015/10/9
20982,300142,沃森生物,31.92,0,罗斌,增持,0.04,8.55E-05,0,0.58,0,0.58,0,2015/4/27,2015/4/27,2015/11/2
20983,300042,朗科科技,28.17,3.64,中科汇通(深圳)股权投资基金有限公司,增持,127.9536,0.957736527,1.41,127.9536,0.96,127.9536,1.41,2015/4/27,2015/4/27,2015/4/30
20984,2721,金一文化,3.31,2.8,洪淑玲,增持,1.08,0.004999722,0.01,4.94,0.02,4.94,0.07,2015/4/27,2015/4/27,2015/10/13
20985,2509,天茂退,,,李贵总,增持,0.13,0.000284812,0,,,,,2015/4/27,2015/4/27,2015/11/10
20986,2509,天茂退,,,王国豪,增持,0.01,2.19E-05,0,,,,,2015/4/27,2015/4/27,2015/11/10
20987,2418,康盛股份,2.92,5.04,张世聆,增持,0.05,0.000131996,0,0.05,0,0.05,0,2015/4/27,2015/4/27,2015/11/24
20988,2259,ST升达,3.53,0,刘化磊,增持,0.7,0.001088105,0,,,,,2015/4/27,2015/4/27,2015/11/5
20989,2215,诺普信,7.83,3.43,汇添富-诺普信-双喜盛世50号资产管理计划,增持,233.3853,0.331595176,0.45,785.4791,1.12,,,2015/4/1,2015/4/27,2015/4/28
20990,2092,中泰化学,6.54,-0.15,蒋伊佳,增持,0.3,0.00021579,0,0.3,0,0.3,0,2015/4/27,2015/4/27,2015/11/25
20991,2070,众和退,,,陈素红,增持,0.17,0.000267608,0,0.17,0,0.17,0,2015/4/27,2015/4/27,2015/11/20
20992,2070,众和退,,,郁红梅,增持,0.3,0.000472249,0,0.5,0,0.5,0,2015/4/27,2015/4/27,2015/11/20
20993,2061,浙江交科,6.17,5.47,樊春红,增持,0.2,0.000441248,0,0.2,0,0.2,0,2015/4/27,2015/4/27,2016/5/24
20994,936,华西股份,7.03,2.63,任向敏,增持,860.2422,1.150036604,1.15,2317.9222,3.1,2317.9222,3.1,2015/4/27,2015/4/27,2015/5/7
20995,917,电广传媒,6.29,7.16,岑俊,增持,0.05,3.53E-05,0,,,,,2015/4/27,2015/4/27,2015/11/13
20996,917,电广传媒,6.29,7.16,岑勤德,增持,0.07,4.94E-05,0,,,,,2015/4/27,2015/4/27,2015/11/13
20997,628,高新发展,14.82,0.54,国金创新对冲2号集合资产管理计划,增持,14.05,0.064014944,0.07,14.05,0.06,14.05,0.07,2015/4/27,2015/4/27,2015/8/24
20998,591,太阳能,6.96,0.29,卢振威,增持,0.3,0.001092375,0,0.3,0,0.3,0,2015/4/27,2015/4/27,2015/9/17
20999,591,太阳能,6.96,0.29,张奕晖,增持,0.17,0.000619012,0,0.17,0,0.17,0,2015/4/27,2015/4/27,2015/9/17
21000,568,泸州老窖,226.24,0.31,泸州老窖集团有限责任公司,增持,189.3946,0.13506455,0.14,36860.3116,26.29,36860.3116,26.32,2015/2/10,2015/4/27,2015/12/17
21001,12,南玻A,6.57,0.92,前海人寿保险股份有限公司,增持,1731.1468,0.834152719,0.84,10421.7065,5.02,10421.7065,5.05,2015/4/1,2015/4/27,2015/5/8
21002,601777,力帆科技,3.53,0.28,建信中证500指数增强,增持,4.4699,0.003554242,0,6.1301,0,,,2014/11/11,2015/4/26,2015/5/26
21003,600882,妙可蓝多,26.22,0.42,耿国锋,增持,0.05,0.000125239,0,0.1,0,0.1,0,2015/4/24,2015/4/24,2015/11/12
21004,600869,远东股份,5.41,0.74,陈建雄,增持,0.2,0.000202011,0,0.2,0,0.2,0,2015/4/24,2015/4/24,2015/7/13
21005,600763,通策医疗,119.2,0.58,肖遂,增持,0.02,0.00012475,0,,,,,2015/4/24,2015/4/24,2015/11/27
21006,600643,爱建集团,5.39,1.13,海通证券股份有限公司,增持,3.44,0.003111736,0,,,,,2015/4/24,2015/4/24,2015/11/25
21007,600590,泰豪科技,6.25,2.12,余志新,增持,0.05,9.88E-05,0,,0,,,2015/4/24,2015/4/24,2015/11/3
21008,600530,交大昂立,2.49,-10.11,杨朝娟,增持,0.1,0.000320513,0,,,,,2015/4/24,2015/4/24,2016/1/5
21009,600525,长园集团,5.75,5.31,易顺喜,增持,995.7855,1.125238429,1.15,995.7855,1.13,,,2014/12/22,2015/4/24,2015/4/30
21010,600525,长园集团,5.75,5.31,中国对外经济贸易信托有限公司,增持,1027.1354,1.160663842,1.19,1326.6569,1.5,1326.6569,1.54,2014/12/22,2015/4/24,2015/4/30
21011,600525,长园集团,5.75,5.31,邱丽敏,增持,1116.5292,1.261678909,1.29,3964.2595,4.48,3964.2595,4.59,2014/12/22,2015/4/24,2015/4/30
21012,600525,长园集团,5.75,5.31,新华基金-工行-万博稳健10期资产管理计划,增持,608.5853,0.687701887,0.7,608.5853,0.69,,,2014/12/22,2015/4/24,2015/4/30
21013,600525,长园集团,5.75,5.31,童绪英,增持,1104.0305,1.247555368,1.28,1104.0305,1.25,,,2014/12/22,2015/4/24,2015/4/30
21014,300169,天晟新材,4.01,6.08,中科汇通(深圳)股权投资基金有限公司,增持,48.89,0.14997653,0.28,154.85,0.48,154.85,0.9,2015/4/24,2015/4/24,2015/7/8
21015,300142,沃森生物,31.92,0,罗斌,增持,0.09,0.000192308,0,0.54,0,0.54,0,2015/4/24,2015/4/24,2015/11/2
21016,300009,安科生物,11.05,-3.32,曹建国,增持,0.5,0.00132462,0,0.5,0,0.5,0,2015/4/24,2015/4/24,2015/11/10
21017,2739,万达电影,14.27,10.02,马大鹏,增持,0.03,5.36E-05,0,,,,,2015/4/24,2015/4/24,2015/11/26
21018,2537,海联金汇,7.39,1.51,皮荃,增持,2,0.013214404,0.01,2.01,0.01,2.01,0.01,2015/4/24,2015/4/24,2016/1/28
21019,2509,天茂退,,,王国豪,增持,0.04,8.76E-05,0,,,,,2015/4/24,2015/4/24,2015/11/10
21020,2509,天茂退,,,李贵总,增持,0.01,2.19E-05,0,,,,,2015/4/24,2015/4/24,2015/11/10
21021,2418,康盛股份,2.92,5.04,姜新华,增持,0.22,0.000580781,0,0.22,0,0.22,0,2015/4/24,2015/4/24,2015/11/24
21022,2203,海亮股份,12.18,2.61,罡玉华,增持,1,0.00064598,0,2.1,0,2.1,0,2015/4/24,2015/4/24,2015/11/17
21023,2203,海亮股份,12.18,2.61,袁志强,增持,1.17,0.000755796,0,1.17,0,1.17,0,2015/4/24,2015/4/24,2015/11/17
